family,register,type,member,field,define,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32V307,CAN_F24R1,CAN,CAN.sFilterRegister[24].FR1,FB26,CAN_F24R1_FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R1,CAN,CAN.sFilterRegister[24].FR1,FB27,CAN_F24R1_FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R1,CAN,CAN.sFilterRegister[24].FR1,FB28,CAN_F24R1_FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R1,CAN,CAN.sFilterRegister[24].FR1,FB29,CAN_F24R1_FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R1,CAN,CAN.sFilterRegister[24].FR1,FB30,CAN_F24R1_FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R1,CAN,CAN.sFilterRegister[24].FR1,FB31,CAN_F24R1_FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB0,CAN_F24R2_FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB1,CAN_F24R2_FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB2,CAN_F24R2_FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB3,CAN_F24R2_FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB4,CAN_F24R2_FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB5,CAN_F24R2_FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB6,CAN_F24R2_FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB7,CAN_F24R2_FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB8,CAN_F24R2_FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB9,CAN_F24R2_FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB10,CAN_F24R2_FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB11,CAN_F24R2_FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB12,CAN_F24R2_FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB13,CAN_F24R2_FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB14,CAN_F24R2_FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB15,CAN_F24R2_FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB16,CAN_F24R2_FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB17,CAN_F24R2_FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB18,CAN_F24R2_FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB19,CAN_F24R2_FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB20,CAN_F24R2_FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB21,CAN_F24R2_FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB22,CAN_F24R2_FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB23,CAN_F24R2_FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB24,CAN_F24R2_FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB25,CAN_F24R2_FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB26,CAN_F24R2_FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB27,CAN_F24R2_FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB28,CAN_F24R2_FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB29,CAN_F24R2_FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB30,CAN_F24R2_FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F24R2,CAN,CAN.sFilterRegister[24].FR2,FB31,CAN_F24R2_FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB0,CAN_F25R1_FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB1,CAN_F25R1_FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB2,CAN_F25R1_FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB3,CAN_F25R1_FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB4,CAN_F25R1_FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB5,CAN_F25R1_FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB6,CAN_F25R1_FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB7,CAN_F25R1_FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB8,CAN_F25R1_FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB9,CAN_F25R1_FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB10,CAN_F25R1_FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB11,CAN_F25R1_FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB12,CAN_F25R1_FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB13,CAN_F25R1_FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB14,CAN_F25R1_FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB15,CAN_F25R1_FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB16,CAN_F25R1_FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB17,CAN_F25R1_FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB18,CAN_F25R1_FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB19,CAN_F25R1_FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB20,CAN_F25R1_FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB21,CAN_F25R1_FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB22,CAN_F25R1_FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB23,CAN_F25R1_FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB24,CAN_F25R1_FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB25,CAN_F25R1_FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB26,CAN_F25R1_FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB27,CAN_F25R1_FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB28,CAN_F25R1_FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB29,CAN_F25R1_FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB30,CAN_F25R1_FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R1,CAN,CAN.sFilterRegister[25].FR1,FB31,CAN_F25R1_FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB0,CAN_F25R2_FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB1,CAN_F25R2_FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB2,CAN_F25R2_FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB3,CAN_F25R2_FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB4,CAN_F25R2_FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB5,CAN_F25R2_FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB6,CAN_F25R2_FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB7,CAN_F25R2_FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB8,CAN_F25R2_FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB9,CAN_F25R2_FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB10,CAN_F25R2_FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB11,CAN_F25R2_FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB12,CAN_F25R2_FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB13,CAN_F25R2_FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB14,CAN_F25R2_FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB15,CAN_F25R2_FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB16,CAN_F25R2_FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB17,CAN_F25R2_FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB18,CAN_F25R2_FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB19,CAN_F25R2_FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB20,CAN_F25R2_FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB21,CAN_F25R2_FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB22,CAN_F25R2_FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB23,CAN_F25R2_FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB24,CAN_F25R2_FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB25,CAN_F25R2_FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB26,CAN_F25R2_FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB27,CAN_F25R2_FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB28,CAN_F25R2_FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB29,CAN_F25R2_FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB30,CAN_F25R2_FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F25R2,CAN,CAN.sFilterRegister[25].FR2,FB31,CAN_F25R2_FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB0,CAN_F26R1_FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB1,CAN_F26R1_FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB2,CAN_F26R1_FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB3,CAN_F26R1_FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB4,CAN_F26R1_FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB5,CAN_F26R1_FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB6,CAN_F26R1_FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB7,CAN_F26R1_FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB8,CAN_F26R1_FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB9,CAN_F26R1_FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB10,CAN_F26R1_FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB11,CAN_F26R1_FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB12,CAN_F26R1_FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB13,CAN_F26R1_FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB14,CAN_F26R1_FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB15,CAN_F26R1_FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB16,CAN_F26R1_FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB17,CAN_F26R1_FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB18,CAN_F26R1_FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB19,CAN_F26R1_FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB20,CAN_F26R1_FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB21,CAN_F26R1_FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB22,CAN_F26R1_FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB23,CAN_F26R1_FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB24,CAN_F26R1_FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB25,CAN_F26R1_FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB26,CAN_F26R1_FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB27,CAN_F26R1_FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB28,CAN_F26R1_FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB29,CAN_F26R1_FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB30,CAN_F26R1_FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R1,CAN,CAN.sFilterRegister[26].FR1,FB31,CAN_F26R1_FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB0,CAN_F26R2_FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB1,CAN_F26R2_FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB2,CAN_F26R2_FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB3,CAN_F26R2_FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB4,CAN_F26R2_FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB5,CAN_F26R2_FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB6,CAN_F26R2_FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB7,CAN_F26R2_FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB8,CAN_F26R2_FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB9,CAN_F26R2_FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB10,CAN_F26R2_FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB11,CAN_F26R2_FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB12,CAN_F26R2_FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB13,CAN_F26R2_FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB14,CAN_F26R2_FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v30x.h)
CH32V307,CAN_F26R2,CAN,CAN.sFilterRegister[26].FR2,FB15,CAN_F26R2_FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v30x.h)
